#名前,職,index,タイプ,名称,系統,条件,サブ条件,条件備考,効果,サブ効果,効果備考,対象,サブ対象,対象備考,備考,武器名
,,,,,in_debuff,in_weaken,,,asup,,,self,,,,
,,,,,in_debuff,in_blind,,,asup,,,self,,,,
トリッシュ,A,120,1,罪のカジノを統べる者,buff_self,in_tail,,,asup,,,self,,,,
,,,,,buff_jobs,with_fa,include_self,3名以上,aup,,,job_fa,,,,
,,,,,resource,battle_end,,,goldup,,,resource,,,,
,,,2,口付けのように甘い毒,add_debuff,attack,,,poison,,,enemy,,,,
,,,,,add_debuff,add_poison,,,atkdefdown,,,enemy,,,,
,,,,,in_debuff,in_poison,,,adup,,,all,,,,
,,,c,毒を込めた弾丸,add_debuff,attack,,,poison,,,enemy,,,,
シース,F,227,1,敏腕ディーラー,buff_self,boss_wave,,,ascup,,,self,,,,
,,,,,mana,kill,critical,,mana_drop,,,resource,,,,
,,,2,イカサマを見破る鉄拳,against_debuff,any,,,guard_slow,,,self,,,,
,,,,,for_debuff,for_slow,,,aup,,,self,,,,
,,,,,mana,wave_start,,,slot_slow,,,resource,,,,
,,,c,見抜く瞳と鉄拳,against_debuff,any,,,guard_slow,,,self,,,,
,,,,,for_debuff,for_slow,,,aup,,,self,,,,
,,,,,,,,,,,,,,,,
# レムレス島,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
カラミティ,F,228,1,共感覚,mana,wave_start,,,slot_slow,,,resource,,,,
,,,,,mana,wave_start,,,mana_boost,,,resource,,,,
,,,,,field,in_cave,,,adsup,,,self,,,,
,,,,,field,in_ruins,,,adsup,,,self,,,,
,,,2,歴史との対話,resource,battle_start,,,treasure,,,resource,,,,
,,,,,buff_self,wave_start,,,asup,,,self,,,,
,,,c,冒険の心得,resource,battle_start,,,treasure,,,resource,,,,
,,,,,field,in_cave,,,adup,,,self,,,,
,,,,,field,in_ruins,,,adup,,,self,,,,
ブリジット,F,229,1,悪食の胃袋,in_debuff,in_poison,,,asup,,,self,,,,
,,,,,in_debuff,in_weaken,,,asup,,,self,,,,
,,,,,against_debuff,any,,,reduce_poison,,,self,,,,
,,,,,against_debuff,any,,,reduce_weaken,,,self,,,,
,,,,,buff_self,link,,2名以上,aup,,,self,,,,
,,,2,間食,buff_self,hp_downto,,,asup,defdown_self,,self,,,,
,,,,,heal,wave_start,,,heal_self,,,self,,,,
,,,c,鋼の胃袋,heal,wave_start,,,heal_self,,,self,,,,
,,,,,against_debuff,any,,,reduce_poison,,,self,,,,
リズベル,K,130,1,常在修行の心,resource,battle_end,,,expup,,,resource,,,,
,,,,,mana,battle_start,,,mana_charge,,,resource,,,,
,,,,,buff_self,in_combo,,,asup_m,,,self,,,,
,,,2,未来を繋ぐ剣,buff_self,in_front,,2名以上,dup,,,self,,,,
,,,,,heal,in_front,,2名以上,heal_cycle,,,self,,,,
,,,,,buff_self,own_skill,boost_with_enemys,,aup_m,,,self,,,,
,,,c,常在修行の剣,resource,battle_end,,,expup,,,resource,,,,
,,,,,mana,battle_start,,,mana_charge,,,resource,,,,
ダスク,A,121,1,賞金稼ぎ,resource,battle_end,,,goldup,,,resource,,,,
,,,,,buff_self,any,,,single_shoot,,,self,,,,
,,,,,buff_self,shoot,,,aup,,,self,,,,
,,,,,pierce,kill,,,pierce,,,enemy,,,,
,,,2,餓狼の脅威,against_debuff,any,,,guard_blind,,,self,,,,
,,,,,buff_self,kill,,,asup,,,self,,,,
,,,,,buff_self,boss_wave,,,acup,,,self,,,,
,,,c,餓狼の銃弾,resource,battle_end,,,goldup,,,resource,,,,
,,,,,buff_self,boss_wave,,,aup,,,self,,,,
レイチェル・アナスタシア,M,163,1,大魔法使いの矜持,buff_self,with_f,,,aup,,,self,,,,
,,,,,buff_self,with_k,,,dup,,,self,,,,
,,,,,buff_self,with_p,,,sup,,,self,,,,
,,,,,buff_self,with_a,,,rup,,,self,,,,
,,,,,buff_self,with_m,,,cup,,,self,,,,
,,,2,大魔法使いの義務,buff_self,members_debuff,,毒/衰弱/スロウ/暗闇,aup,,,self,,,,
,,,,,buff_self,in_chain,,,mana_cost_down,,2Chainで-1,self,,,,
,,,c,大魔法使いの援護,buff_self,any,,,sup,,,self,,,,
,,,,,for_debuff,for_poison,,,aup,,,self,,,,
,,,,,for_debuff,for_slow,,,aup,,,self,,,,
,,,,,for_debuff,for_blind,,,aup,,,self,,,,
ストラッセ,M,164,1,疾風の赤猫,buff_self,any,,,asup,,,self,,,,
,,,,,combat,attack,,,combat,atkdown_shoot,近接攻撃が物理属性,self,,,,
,,,,,buff_self,combat,,,aup,,,self,,,,
,,,,,buff_self,combat,,,delayoff,,,self,,,,
,,,2,スタンプ回収,against_debuff,any,,,guard_slow,,,self,,,,
,,,,,mana,kill,,,mana_drop,,,resource,,,,
,,,,,buff_self,mana_charged,,,aup,,,self,,,,
,,,c,最速の配達人,against_debuff,any,,,guard_slow,,,self,,,,
,,,,,buff_self,any,,,asup,,,self,,,,
,,,,,,,,,,,,,,,,
キャロ,F,230,1,仲間との共闘,buff_jobs,with_k,,,asup,,,job_fk,,,,
,,,,,heal,in_base_area,,,heal_cycle,,,self,,,,
,,,2,誰かの為の英雄,invincible,dropout_self,,,invincible,,,self,,,,
,,,,,heal,dropout_self,,,heal_self,,,self,,,,
,,,,,buff_self,dropout_self,,,aup_m,,,self,,,,
,,,c,駆け出しの英雄,heal,any,,,heal_cycle,,,self,,,,
カロラッカ,K,131,1,鬼のひとにらみ,add_debuff,attack,,,slow,,,enemy,,,,
,,,,,add_debuff,add_slow,,,defdown,,,enemy,,,,
,,,2,護る為の勇気,buff_jobs,with_f,,,asup,,,job_fk,,,,
,,,,,buff_self,in_enemy_area,,,dup,,,self,,,,
,,,c,鬼面の瞳,add_debuff,attack,,,slow,,,enemy,,,,
バッカス,A,122,1,一級の代用,for_debuff,for_slow,,,aup,,,self,,,,
,,,,,buff_self,any,,,cup,,,self,,,,
,,,,,buff_self,hp_downto,,,cup,,,self,,,,
,,,2,前線の記憶,buff_self,any,,,dup,,,self,,,,
,,,,,combat,attack,,,combat,,,self,,,,
,,,,,buff_self,combat,,,delayoff,,,self,,,,
,,,,,buff_self,combat,,,aup,,,self,,,,
,,,c,一級の弓士,against_debuff,any,,,guard_blind,,,self,,,,
,,,,,buff_self,any,,,cup,,,self,,,,
トゥキリス,P,67,1,鉄拳制裁,buff_self,combat,,,delayoff,,,self,,,,
,,,,,buff_self,combat,,,healdelayoff,,,self,,,,
,,,,,buff_self,combat,,,aup,,,self,,,,
,,,,,buff_self,any,,,healup,,,self,,,,
,,,,,skillup,any,,,skill_atkup,,,self,,,,
,,,2,探求者の観察眼,resource,battle_start,,,treasure,,,resource,,,,
,,,,,heal,wave_start,,,heal_one,,,hp_worst,,,,
,,,c,真実の探求,resource,battle_start,,,treasure,,,resource,,,,
アステリア,M,165,1,正義執行魂,pierce,shoot,,,pierce,,,enemy,,,,
,,,,,buff_self,boss_wave,,,aup,,,self,,,,
,,,2,正義魔法の絆,buff_jobs,any,,,aup,,,job_m,,,,
,,,,,buff_self,in_rear,,2名以上,sup,,,self,,,,
,,,c,正義の鉄槌,buff_self,boss_wave,,,adup,,,self,,,,
,,,,,,,,,,,,,,,,
パウラ,F,231,1,プラス思考,in_debuff,in_poison,,,adup,,,self,,,,
,,,,,in_debuff,in_slow,,,adup,,,self,,,,
,,,,,in_debuff,in_blind,,,adup,,,self,,,,
,,,c,塗りつぶす色,in_debuff,in_poison,,,aup,,,self,,,,
,,,,,in_debuff,in_slow,,,aup,,,self,,,,
,,,,,in_debuff,in_blind,,,aup,,,self,,,,
グレリア,F,232,1,再生,heal,any,,,heal_cycle,,,self,,,,
,,,c,棺桶の癒し,heal,any,,,heal_cycle,,,self,,,,
,,,,,mana,battle_start,,,mana_charge,,,resource,,,,
カワード,F,233,1,強気,buff_self,hp_upto,,,adup,,,self,,,,
,,,c,前向きな気合,buff_self,hp_upto,,,aup,,,self,,,,
ディエゴ,F,234,1,覚醒,buff_self,hp_downto,,,adup,,,self,,,,
,,,c,封拳開放,buff_self,hp_downto,,,aup,,,self,,,,
スピラト,K,132,1,森林戦闘,field,in_forest,,,adsup,,,self,,,,
,,,c,森のおたけび,field,in_forest,,,adup,,,self,,,,
シウロン,K,133,1,吸血,heal,attack,,,absorb,,,self,,,,
,,,c,雑食の料理人,heal,attack,,,absorb,,,self,,,,
チムニィ,K,134,1,守護者,buff_self,any,,,guardup,,,self,,,,
,,,c,重装甲,buff_self,any,,,guardup,,,self,,,,
フォンダ,A,123,1,市街戦闘,field,in_town,,,adsup,,,self,,,,
,,,,,field,in_castle,,,adsup,,,self,,,,
,,,c,街中の銃使い,field,in_town,,,adup,,,self,,,,
,,,,,field,in_castle,,,adup,,,self,,,,
チチカ,A,124,1,手当,heal,wave_start,,,heal_one,,,hp_worst,,,,
,,,c,ミルクの補給,heal,wave_start,,,heal_one,,,hp_worst,,,,
スカーレット,A,125,1,マナの素養,mana,battle_start,,,mana_charge,,,resource,,,,
,,,c,赤の踊り手,mana,wave_start,,,mana_boost,,,resource,,,,
マハリシ,P,68,1,祝福,resource,battle_end,,,expup,,,resource,,,,
,,,c,教師の教え,resource,battle_end,,,expup,,,resource,,,,
リージス,M,166,1,ボーンキラー,killer,vs_skeleton,,,aup,,,self,,,,
,,,c,骨の調査,killer,vs_skeleton,,,adup,,,self,,,,
アドベック,M,167,1,マナへの適応,buff_self,mana_droped,,,aup_m,,,self,,,,
,,,c,気付けのカクテル,against_debuff,any,,,reduce_slow,,,self,,,,
エルダー,M,168,1,炎の武器,element,attack,,,fire,,,self,,,,
,,,c,炎のタリスマン,buff_self,any,,,guard_fire,,,self,,,,
,,,,,,,,,,,,,,,,
# うたわれコラボ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
ハク,F,235,1,的確な戦術,buff_jobs,wave_start,,,adrup_m,,,job_f,,,,
,,,,,buff_jobs,wave_start,,,ascup_m,,,job_am,,,,
,,,,,buff_jobs,wave_start,,,adscrup_m,,,job_p,,,,
,,,2,士気向上＆起死回生,buff_self,any,boost_on_front,,adup,,,self,,,,
,,,,,heal,in_front,,,heal_cycle,,,self,,,,
,,,,,buff_all,any,,,adsup,,,all,,,,
,,,,,invincible,dropout_self,,,invincible,,,self,,,,
,,,,,heal,dropout_self,,,heal_self,,,self,,,,
,,,,,mana,dropout_self,,,mana_drop,mana_f,,resource,,,,
,,,c,策士の助言,buff_self,any,,,aup,,,self,,,,
,,,,,killer,vs_human,,,aup,,,self,,,,
アトゥイ,F,236,1,海王の戦姫,buff_self,any,,,adsup,,,self,,,,
,,,,,element,attack,,,ice,,,self,,,,
,,,,,add_debuff,attack,boost_on_skill,,weak_element,fireice,,enemy,,,,
,,,,,counter,any,with_span,,counterattack_contact,ice,,enemy,,,,
,,,,,add_debuff,counter,,,down,,,enemy,,,,
,,,2,戦陣昂揚＆千里疾走の構え,buff_self,kill,,,ascrup,,,self,,,,
,,,,,mana,kill,boost_on_skill,,mana_drop,,,resource,,,,
,,,,,buff_weapons,with_slpimapu,,3名以上,adsup,,,weapon_slpimapu,,,,
,,,c,海辺の戦闘技術,field,in_all_sea,,,adup,,,self,,,,
,,,,,buff_self,any,,,guard_ice,,,self,,,,
クオン,P,69,1,精強な薬師,buff_self,any,,,adscup,,,self,,,,
,,,,,buff_self,any,,,healareaup,,,self,,,,
,,,,,buff_self,combat,,,healdelayoff,,,self,,,,
,,,,,buff_self,combat,,,aup,,,self,,,,
,,,,,buff_self,combat,,,delayoff,,,self,,,,
,,,,,buff_weapons,any,,,adsup,,,weapon_slpiarmapu,,,,
,,,2,勇気の瞳＆不撓不屈,against_debuff,any,,,guard_push,,,self,,,,
,,,,,against_debuff,any,,,guard_poison,,,self,,,,
,,,,,against_debuff,any,,,guard_weaken,,,self,,,,
,,,,,buff_self,with_f,,,arup,,,self,,,,
,,,,,heal,with_f,,,heal_cycle,,,self,,,,
,,,,,buff_self,hp_downto,,,adrup_m,,,self,,,,
,,,c,師匠の教え,mana,battle_start,,,mana_charge,,,resource,,,,
,,,,,heal,wave_start,,,heal_one,,,hp_worst,,,,
ネコネ,M,169,1,天才学士見習い,buff_self,any,,,adsup,,,self,,,,
,,,,,pierce,shoot,,,pierce,,,enemy,,,,
,,,,,buff_self,has_mana,,,acrup,,,self,,,,
,,,,,buff_self,mana_charged,,,aup,,,self,,,,
,,,2,攻防一体の構え,heal,wave_start,,,heal_jobs,,,job_fpm,,,,
,,,,,buff_jobs,with_fpm,include_self,3名以上,adup,,,job_fpm,,,,
,,,,,buff_all,in_sub,,,adup,,,all,boost_for_jobs,戦/僧/魔,,
,,,c,才女の算術,resource,battle_end,,,expup,,,resource,,,,
,,,,,resource,battle_end,,,goldup,,,resource,,,,
,,,,,,,,,,,,,,,,
オウギ,F,237,1,ノスリ旅団の影,buff_self,any,,,srup,,,self,,,,
,,,2,闇討ち,buff_self,in_enemy_area,,,aup,,,self,,,,
,,,,,heal,in_enemy_area,,,heal_cycle,,,self,,,,
,,,,,buff_self,in_enemy_back,,,aup,,,self,,,,
,,,,,heal,in_enemy_back,,,heal_cycle,,,self,,,,
,,,c,影なる支援,buff_self,any,,,rup,,,self,,,,
ノスリ,A,126,1,ノスリ旅団長,buff_self,any,,,srup,,,self,,,,
,,,2,疾風怒涛,buff_self,combat,,,delayoff,,,self,,,,
,,,,,buff_self,combat,,,aup,,,self,,,,
,,,,,heal,critical,,,absorb,,,self,,,,
,,,c,弱きを守る義賊,buff_self,any,,,rup,,,self,,,,
キウル,A,127,1,エンナカムイの皇子,mana,battle_start,,,mana_charge,,,resource,,,,
,,,,,killer,vs_bird,,,aup,,,self,,,,
,,,,,killer,vs_boar,,,aup,,,self,,,,
,,,2,不動連撃の構え,buff_self,shoot,,,aup,,,self,,,,
,,,,,buff_self,staying,,,aup,,,self,,,,
,,,,,buff_self,staying,,,delayoff,,,self,,,,
,,,c,狩りの秘訣,killer,vs_bird,,,aup,,,self,,,,
,,,,,killer,vs_boar,,,aup,,,self,,,,
ルルティエ,P,70,1,クジュウリの末姫,buff_self,any,,,healareaup,,,self,,,,
,,,,,mana,wave_start,,,slot_slow,,,resource,,,,
,,,2,姫君の後方支援,buff_all,in_sub,,,adup,,,all,,,,
,,,,,heal,in_sub,,,heal_cycle,,,hp_worst,,,,
,,,c,穏やかな姫君,mana,wave_start,,,mana_boost,,,resource,,,,
,,,,,buff_all,in_sub,,,dup,,,all,,,,
,,,,,,,,,,,,,,,,
フロワ,M,170,1,生真面目乙女,buff_self,hp_full,,,adsup,,,self,,,,
,,,,,buff_self,boss_wave,,,aup,,,self,,,,
,,,2,未来を紡ぐ調律師,mana,wave_span,,2WAVEごとに2回,mana_drop,mana_m,,resource,,,,
,,,c,良家のお嬢様,heal,wave_start,,,heal_one,,,hp_worst,,,,
,,,,,,,,,,,,,,,,
# 魔神ラザニル戦,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
チドリ,F,238,1,守護の剣豪,against_debuff,any,,,guard_down,,,self,,,,
,,,,,add_debuff,critical,,,down,,,enemy,,,,
,,,,,buff_self,with_sl,,,adup,,,self,,,,
,,,2,愛の刃,buff_weapons,any,,,adsup,,,weapon_sl,,,,
,,,,,heal,any,,,heal_cycle,,,weapon_sl,,,,
,,,c,守りの極意,against_debuff,any,,,guard_down,,,self,,,,
,,,,,add_debuff,critical,,,down,,,enemy,,,,
ランスバーン,K,135,1,煌めくは理を断つ剣,buff_self,hp_upto,,,adsup,,,self,,,,
,,,,,buff_self,hp_full,,,dup,,,self,,,,
,,,,,counter,guard,,,reflect_arrow,,,enemy,,,,
,,,2,剣聖の騎士団長,buff_group,any,,,adup,,,group_holytown,,,,
,,,,,buff_group,any,,,add_down,,,group_holytown,job_k,,,
,,,c,剣聖の騎士道,buff_self,any,,,aup,,,self,,,,
,,,,,add_debuff,attack,,,down,,,enemy,,,,
ラザニル,A,128,1,魔神の運命力,mana,battle_start,,,mana_charge,,,resource,,,,
,,,,,mana,kill,critical,,mana_drop,,,resource,,,,
,,,2,今を生きる英雄,buff_self,any,,,crup,,,self,,,,
,,,,,add_debuff,critical,,,slow,,,enemy,,,,
,,,c,繋がる縁と心,buff_self,any,,,cup,,,self,,,,
,,,,,add_debuff,critical,,,slow,,,enemy,,,,
,,,,,,,,,,,,,,,,
トウアン,F,239,1,陽光の経穴,buff_one,wave_start,,,scup_m,,,nearest,,2名,,
,,,,,heal,wave_start,,,heal_one,,,nearest,,2名,,
,,,2,陰殺の構え,counter,defend,,,counterattack,,,enemy,,,,
,,,,,buff_self,counter,,,adup_m,,,self,,,,
,,,,,for_debuff,for_down,,,aup,,,self,,,,
,,,c,九領の鉄鍼,for_debuff,for_down,,,aup,,,self,,,,
,,,,,heal,wave_start,,,heal_one,,,hp_worst,,,,
ゲッベルツ,M,171,1,虚構の力,buff_self,wave_start,,,aup,,,self,,,,
,,,c,援護射撃,buff_self,shoot,,,aup,,,self,,,,
,,,,,,,,,,,,,,,,
# 薄命チェインストーリーフェス,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
ベレ,F,240,1,安楽死の送り手,buff_self,any,,,rup,,,self,,,,
,,,,,heal,critical,,,absorb,,,self,,,,
,,,,,mana,wave_start,,,composite,mana_fm,,resource,,,,
,,,2,命夜の死神,buff_self,has_mana,mana_m,,aup,,,self,,,,
,,,,,add_debuff,skill,has_mana_m,,down,,,enemy,,,,
,,,,,field,in_night,,,adsup,,,self,,,,
,,,c,安らかな死を,buff_self,any,,,rup,,,self,,,,
イド,M,172,1,薄命の二刀剣士,combat,attack,,,combat,,,self,,,,
,,,,,buff_self,combat,,,aup,,,self,,,,
,,,,,buff_self,combat,,,delayoff,,,self,,,,
,,,,,buff_self,mana_charged,,,aup,,,self,,,,
,,,2,剣の探求者,buff_self,has_mana,mana_f,,aup,,,self,,,,
,,,,,buff_self,has_mana,mana_m,,sup,,,self,,,,
,,,,,buff_self,has_mana,mana_fm_all,,dup,,,self,,,,
,,,c,剣の道,combat,attack,,,combat,,,self,,,,
ケテ,M,173,1,呪命の呪体,pierce,shoot,,,pierce,,,enemy,,,,
,,,,,add_debuff,attack,,,atkdown,,,enemy,,,,
,,,,,buff_self,add_debuff,,付与した数だけ重複,aup,,,self,,,,
,,,,,heal,attack,,,absorb,,,self,,,,
,,,2,解かれた鎖,mana,kill,,,mana_drop,,,resource,,,,
,,,,,buff_self,mana_droped,,,aup_m,,,self,,,,
,,,,,buff_self,mana_droped,mana_fkap,,sup_m,,,self,,,,
,,,c,吸収する少女,heal,attack,,,absorb,,,self,,,,
スウ,P,71,1,囁く声の先に,cure_debuff,skill,has_mana_m,,cure_blind,,,all,,,,
,,,2,闇夜の歌姫,field,in_night,,,aup,,,all,,,,
,,,,,buff_self,mana_charged,,,healup,,,self,,,,
,,,c,眠れる夜の歌声,against_debuff,any,,,guard_weaken,,,self,,,,
ムニ,M,174,1,奇跡の神童,buff_self,mana_mixed,,,asup,,,self,,,,
,,,2,希望の閃き,add_debuff,skill,has_mana_fkap_all,,down,,,enemy,,,,
,,,c,閃きの助言,mana,wave_start,,,mana_boost,,,resource,,,,
,,,,,,,,,,,,,,,,
# 2部7章ラスト,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
フィーナ,M,175,1,年代記の管理者,heal,wave_start,,,heal_all,,,all,,,,
,,,2,義勇軍と共に,buff_all,any,,,adup,,,all,,,,
,,,,,buff_jobs,any,,,rup,,,job_f,,,,
,,,,,buff_jobs,any,,,dup,,,job_k,,,,
,,,,,buff_jobs,any,,,scup,,,job_am,,,,
,,,,,buff_jobs,any,,,adup,,,job_p,,,,
,,,c,フィーナの癒し,heal,wave_start,,,heal_all,,,all,,,,
,,,,,,,,,,,,,,,,
マイラ,F,241,1,情報を知る者,buff_self,any,,,sup,,,self,,,,
,,,,,killer,vs_human,,,adup,,,self,,,,
,,,,,killer,vs_goblin,,,adup,,,self,,,,
,,,,,killer,vs_skeleton,,,adup,,,self,,,,
,,,2,情報を伝える者,add_debuff,attack,,,atkdefdown,,,enemy,,,,
,,,c,情報共有,killer,vs_goblin,,,aup,,,self,,,,
,,,,,killer,vs_skeleton,,,aup,,,self,,,,
,,,,,,,,,,,,,,,,
# 義勇軍相撃,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
ジューダ,F,242,1,人を超越した力,buff_self,any,,,rup,,,self,,,,
,,,,,buff_self,hp_downto,,,asup,,,self,,,,
,,,2,魔導の力を宿した器,buff_self,mana_lost,,,aup,,,self,,,,
,,,,,mana,kill,,,mana_drop,,,resource,,,,
,,,c,享楽に興じる者,skillup,any,,,skill_atkup,,,self,,,,
,,,,,resource,battle_end,,,expup,,,resource,,,,
アシュリー,A,129,1,ギルド長代理(仮),buff_self,in_base_area,,,asup,,,self,,,,
,,,,,buff_self,in_back,,,aup,,,self,,,,
,,,2,的確な指示,buff_group,any,,,acup,,,group_guildtown,,,,
,,,c,腹黒少女,add_debuff,attack,,,poison,,,enemy,,,,
,,,,,against_debuff,any,,,guard_poison,,,self,,,,
ミレイユ,F,243,1,合否判定,add_debuff,attack,,,down,,,enemy,,,,
,,,2,戦士ギルドの看板娘,buff_self,with_f,,,dup,,,self,,,,
,,,,,buff_self,with_a,,,aup,,,self,,,,
,,,,,buff_self,with_k,,,sup,,,self,,,,
,,,,,buff_self,with_m,,,sup,,,self,,,,
,,,,,buff_self,with_p,,,sup,,,self,,,,
,,,c,怪力自慢,add_debuff,critical,,,down,,,enemy,,,,
ツァイス,F,244,1,トリックプレイ,buff_self,any,,,cup,,,self,,,,
,,,,,field,in_night,,,adsup,,,self,,,,
,,,2,完璧なるマジック,buff_self,in_attacking,,,aup_m,,,self,,,,
,,,c,スカウトマン,field,in_night,,,adup,,,self,,,,
ヴィドック,A,130,1,暗殺の流儀,buff_self,any,,,srup,,,self,,,,
,,,,,heal,wave_start,,,heal_jobs,,,job_f,,,,
,,,2,フードに隠れた真実,buff_self,staying,,,crup,,,self,,,,
,,,c,諜報活動,buff_self,any,,,sup,,,self,,,,
トルウァトス,M,176,1,魅惑の呟き,add_debuff,attack,,,slow,,,enemy,,,,
,,,,,against_debuff,any,,,guard_seal,,,self,,,,
,,,2,微笑の傍観者,buff_self,in_move,,,invisible,,,self,,,,
,,,,,buff_self,hp_full,,,adup,,,self,,,,
,,,c,人心掌握術,add_debuff,attack,,,slow,,,enemy,,,,
,,,,,,,,,,,,,,,,
トーガ,P,72,1,巡回者の祈り,mana,battle_start,with_f,,mana_charge,mana_f,,resource,,,,
,,,,,buff_self,any,,,healup,,,self,,,,
,,,,,buff_self,any,,,areashift,,回復範囲が方形,self,,,,
,,,2,信じる言葉,heal,wave_start,,,heal_all,,,all,,,,
,,,,,buff_group,wave_start,,,scup_m,,,group_mountain,,,,
,,,c,年の功,buff_self,any,,,healup,,,self,,,,
,,,,,,,,,,,,,,,,
# ワダアルコフェス,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
モルバ,K,136,1,電撃奇襲,buff_self,in_front,,2名以上,asup,,,self,,,,
,,,,,buff_self,in_enemy_area,,,adup,,,self,,,,
,,,2,北西集落の族長,buff_weapons,any,,,adup,,,weapon_pi,,,,
,,,,,buff_weapons,any,,,acup,,,weapon_bl,,,,
,,,c,族長の補佐,field,in_upland,,,adup,,,self,,,,
,,,,,field,in_snow,,,adup,,,self,,,,
,,,,,,,,,,,,,,,,
# 魔神スクロロン戦,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
ルククア,M,177,1,生贄の巫女,mana,battle_start,,,mana_charge,,,resource,,,,
,,,,,mana,wave_span,,1WAVEごとに2回,mana_drop,mana_m,,resource,,,,
,,,2,誰か救う贄として,buff_self,link,with_fp,,aup,,,self,,,,
,,,,,buff_weapons,any,,,cup,,,weapon_pu,,,,
,,,c,棘巫女のプライド,buff_self,any,,,crup,,,self,,,,
メルルダ,P,73,1,優しき贄の少女,buff_self,any,,,areashift,,,self,,,,
,,,,,buff_jobs,wave_start,,,barrier,,,job_f,,,,
,,,2,繋ぐ巫女の絆,buff_jobs,with_fm,,4名以上,asup,,,job_fm,,,,
,,,c,精霊巫女の微笑み,heal,wave_start,,,heal_one,,,hp_worst,,,,
スクロロン,F,245,1,魔神の本能,buff_self,in_combo,,,asup_m,,,self,,,,
,,,2,ケ者の本能,buff_self,with_beasts,,,dup,,,self,,,,
,,,,,buff_self,with_beasts,,2名以上,sup,,,self,,,,
,,,,,buff_self,with_beasts,,3名以上,dsup,,,self,,,,
,,,c,荒々しい気性,buff_self,boss_wave,,,adup,,,self,,,,
,,,,,,,,,,,,,,,,
# 変身！真☆魔法少女,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
リーゼロッテ,M,178,w,輝きの魔法少女,pierce,shoot,,,pierce,,,enemy,,,,キラキラ★マジカルロッド
,,,,,skillup,any,,,skill_atkup,,,self,,,,
,,,,,buff_one,wave_start,,,barrier,,,hp_worst,,,,
,,,,,heal,wave_start,,,heal_one,,,hp_worst,,,,
,,,c,ティンクル・ガール,skillup,any,,,skill_atkup,,,self,,,,
,,,,,,,,,,,,,,,,
# 鉄煙チェインストーリーフェス,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
ヴァッサー,K,137,1,スローターエンジン,buff_self,scrap_charged,,,aup,,,self,,,,
,,,2,破壊補給,heal,kill,,,heal_self,,,self,,,,
,,,c,殺戮する機械,killer,vs_human,,,aup,,,self,,,,
ジルヴェスター,K,138,1,パッチワークエンジン,buff_self,use_mana,,2個,adup_m,,,self,,,,
,,,2,怒りの最終兵器,buff_self,mana_empty,,,skill_once,,,self,,,,
,,,,,buff_self,own_skill,with_mana_empty,,aup_m,,,self,,,,
,,,c,鉄屑の破壊,mana,own_skill,,,destroy_scrap,,,resource,,,,
グリゼルディス,A,131,1,エージェントエンジン,buff_self,own_skill,,1回だけ,asup,,,self,,,,
,,,,,mana,boss_wave,,,recycle_scrap,,,resource,,,,
,,,2,未来を変える強い意志,buff_jobs,any,,,cup,,,job_a,,,,
,,,,,buff_jobs,with_k,,,asup,,,job_ka,,,,
,,,c,諜報活動,mana,own_skill,,,destroy_scrap,,,resource,,,,
ギーゼラ,A,132,1,レジスタンスリーダー,buff_all,wave_start,,,sup_m,,,all,,,,
,,,2,不屈の勇姿,buff_self,own_skill,boost_with_enemys,,aup_m,,,self,,,,
,,,c,蜂起する意志,mana,own_skill,,,destroy_scrap,,,resource,,,,
,,,,,,,,,,,,,,,,
# レムレス島後半,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
ラントカルテ,F,246,1,父親嫌いの大真面目,buff_self,after_move,,,ascup_m,,,self,,,,
,,,2,父親譲りの無鉄砲,buff_self,in_enemy_area,,,arup,,,self,,,,
,,,,,heal,in_base_area,,最後列で効果上昇,heal_cycle,,,self,,,,
,,,c,自称プロの測量士,buff_self,any,,,aup,,,self,,,,
