#名前,職,index,キャラタイプ,リンクコード,称号,レア度,コスト,絆コスト,武器属性,入手先・分類,入手先,声優,イラストレーター,所属,職業,最大ATK,最大HP,限界ATK,限界HP,Wiki名
,,,,,,,,,,,,,,,,,,,,
# 聖剣伝説コラボ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ケヴィン,F,203,collaboration,,聖拳の獣人,5,19,4,Pu,collaboration,seiken,逢坂 良太,萩谷薫,others,GodHand,7500,7100,9500,9100,
ホークアイ,F,204,collaboration,,熱砂の義賊,5,19,4,Sl,collaboration,seiken,小野 友樹,寺山敬,others,Wanderer,7400,6950,9400,8950,
シャルロット,P,58,collaboration,,神聖なるものの代弁者,5,19,4,Bl,collaboration,seiken,諸星 すみれ,寺澤隆徳,others,Bishop,7200,5800,9200,7800,
,,,,,,,,,,,,,,,,,,,,
ランディ,F,205,collaboration,,聖剣の勇者,4,13,3,Sl,collaboration,seiken,小野 賢章,HACCAN,others,Warrior,5500,5500,7300,7300,
プリム,F,206,collaboration,,恋人を探す少女,4,13,3,Pu,collaboration,seiken,山本 希望,HACCAN,others,Warrior,5700,4900,7500,6700,
ポポイ,M,147,collaboration,,故郷を夢見る妖精,4,13,3,Ma,collaboration,seiken,水野 マリコ,HACCAN,others,Magician,5450,3600,7250,5400,
,,,,,,,,,,,,,,,,,,,,
デュラン,F,207,collaboration,,強さを求める決闘者,5,19,4,Sl,collaboration,seiken,江口 拓也,竜徹,others,Duelist,7200,7200,9200,9200,
リース,K,113,collaboration,,高潔なる姫騎士,5,19,4,Pi,collaboration,seiken,小松 未可子,NPA,others,FenrirKnight,7400,7300,9400,9300,
アンジェラ,M,148,collaboration,,探求の魔法王女,5,19,4,Ma,collaboration,seiken,大久保 瑠美,文太,others,Magus,7500,4900,9500,6900,
,,,,,,,,,,,,,,,,,,,,
シジマ,P,59,first,,求道の荒尼僧,5,19,4,Pi,random,ring,伊瀬 茉莉也,竜徹,volcano,Armed Priest,7200,5600,9200,7600,
ダスティ,F,208,first,,情熱武器商人,4,12,3,Sl,event,other,柳田 淳一,ネム,guildtown,Merchant,5700,4900,7500,6700,
,,,,,,,,,,,,,,,,,,,,
# 2部7章,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
セラフィー,F,209,first,,白翼の熾典,5,20,4,Sl,origin,chronicle,皆口 裕子,風間雷太,chronicle,Watcher,7450,7400,9450,9400,
クライン,F,210,first,,懲役一億年,5,20,4,Pu,origin,chronicle,銀河 万丈,lack,chronicle,Criminal,7500,7500,9500,9500,
ツァーリ14世,K,114,first,,王の中の王,5,20,4,Sl,origin,chronicle,銀河 万丈,天野英,chronicle,King,7100,8300,9100,10300,
レノ,A,106,first,,惨禍の賭博師,5,20,4,Gu,origin,chronicle,緑川 光,黒葉.K,chronicle,Gambler,7770,3560,9770,5560,
イシュチェル,A,107,first,,慧眼の弓士,5,20,4,Ar,origin,chronicle,井上 麻里奈,武城にしき,chronicle,Archer,7400,3800,9400,5800,
オデッセイア,M,149,first,,深海の姫皇子,5,20,4,Pi,origin,chronicle,伊藤 かな恵,シルバー,chronicle,Princess,7300,4500,9300,6500,
メッテイヤ,M,150,first,,蛇鱗の女帝,5,20,4,Ma,origin,chronicle,水橋 かおり,NPA,chronicle,Queen,7300,4700,9300,6700,
,,,,,,,,,,,,,,,,,,,,
ミョルン,F,211,first,,最愛の友,4,15,3,Bl,origin,chronicle,内田 彩,村山竜大,chronicle,Friend,5550,5200,7350,7000,
ミンミ,K,115,first,,試練を受けし姉妹,4,15,3,Pi,origin,chronicle,大坪 由佳,煎茶,chronicle,Guard,5750,6100,7550,7900,
シリル,K,116,first,,歩みを止めぬ者,4,15,3,Sl,origin,chronicle,今井 麻美,ネム,chronicle,Hero,5350,6550,7150,8350,
シェキナ,A,108,first,,衝撃の一矢,4,15,3,Ar,origin,chronicle,井上 喜久子,チーコ,chronicle,Archer,5800,3700,7600,5500,
レンレ,P,60,first,,試練を受けし姉妹,4,15,3,He,origin,chronicle,村川 梨衣,煎茶,chronicle,Healer,5400,4300,7200,6100,
フィシ,P,61,first,,世界樹の芽守,4,15,3,He,origin,chronicle,小岩井 ことり,富岡二郎（RED FS）,chronicle,Orphan,5350,4250,7150,6050,
,,,,,,,,,,,,,,,,,,,,
ギュネス,P,62,first,,日輪の担い手,3,10,2,He,origin,other,緑川 光,天野英,chronicle,Healer,4600,3500,6200,5100,
,,,,,,,,,,,,,,,,,,,,
# クリスマス2015/監獄チェインストーリー,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
キャロル,M,151,first,,聖夜の新人演出家,4,10,3,Ma,event,other,今井 麻美,伊藤明十,guildtown,Magician,4600,2500,6400,4300,
リーア,P,63,first,,無原罪の少女,5,20,4,He,event,festival,田村 ゆかり,天野英,criminal,Orphan,8020,4200,10020,6200,
,,,,,,,,,,,,,,,,,,,,
# 魔神ズフラス戦,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
エイラ,K,117,first,,人と森に寄り添う者,5,18,4,Sl,yggd,forest,渕上 舞,NPA,forest,Guardian,7000,7500,9000,9500,
ズフラス,A,109,demon,,森の魔神,5,22,4,Ar,event,demon,福圓 美里,NPA,demon,Demon,5300,2500,9700,5700,
,,,,,,,,,,,,,,,,,,,,
# 2016新年,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
シュザ,F,212,first,,九領筆頭,5,20,4,Sl,event,festival,緑川 光,黒葉.K,volcano,MasterFencer,8000,7000,10000,9000,
マカコ,F,213,first,,戯れの猿娘,4,10,3,Pu,event,other,柚木 涼香,あさぎり,forest,Grappler,4800,4200,6600,6000,
,,,,,,,,,,,,,,,,,,,,
タピール,M,152,first,,夢渡る獏の使い,5,19,4,Ma,random,ring,今井 麻美,Mika Pikazo,forest,Magician,7600,4800,9600,5800,
アトノア,M,153,first,,言霊使い,5,16,4,Ma,event,other,伊藤 かな恵,堀 愛里／日本一ソフト,academy,Professor,6000,3000,8000,5000,
,,,,,,,,,,,,,,,,,,,,
# 空の軌跡SCコラボ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ヨシュア,F,214,collaboration,,正遊撃士,5,20,4,Sl,collaboration,falcom_sorasc,斎賀 みつき,日本ファルコム,others,Bracer,5600,4800,9100,8000,
レーヴェ,F,216,collaboration,,剣帝,5,19,4,Sl,collaboration,falcom_sorasc,緑川 光,日本ファルコム,others,Legion,7600,6900,9600,8900,
エステル,K,118,collaboration,,正遊撃士,5,19,4,Bl,collaboration,falcom_sorasc,神田 朱未,日本ファルコム,others,Bracer,7000,7800,9000,9800,
レン,M,154,collaboration,,殲滅天使,5,19,4,Sl,collaboration,falcom_sorasc,西原 久美子,日本ファルコム,others,Legion,7350,5200,9350,7200,
,,,,,,,,,,,,,,,,,,,,
ヨシュア,F,215,collaboration,,漆黒の牙,4,8,3,Sl,collaboration,falcom_sorasc,斎賀 みつき,日本ファルコム,others,Legion,5600,4800,,,
アネラス,F,217,collaboration,,可愛いは正義,4,13,3,Sl,collaboration,falcom_sorasc,大河内 雅子,日本ファルコム,others,Bracer,5650,5200,7450,7000,
クローゼ,K,119,collaboration,,王立学園2年生,4,13,3,Pi,collaboration,falcom_sorasc,皆口 裕子,日本ファルコム,others,Student,5300,5900,7100,7700,
アガット,K,120,collaboration,,重剣の遊撃士,4,13,3,Sl,collaboration,falcom_sorasc,近藤 孝行,日本ファルコム,others,Bracer,5700,5500,7500,7300,
オリビエ,A,110,collaboration,,漂泊の詩人,4,13,3,Gu,collaboration,falcom_sorasc,子安 武人,日本ファルコム,others,Minstrel,5250,3300,7050,5100,
ティータ,A,111,collaboration,,小さな発明家,4,13,3,Sh,collaboration,falcom_sorasc,今野 宏美,日本ファルコム,others,Engineer,5520,2920,7320,4720,
,,,,,,,,,,,,,,,,,,,,
# 王都に咲く白百合,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ユリアナ,K,121,first,,誓いし聖王女,5,20,4,Sl,event,festival,小岩井 ことり,toi8,holytown,Princess,7500,7700,9500,9700,
リフレット,K,122,first,,聖騎士団長“聖光の大輪”,5,20,4,Bl,event,festival,内田 真礼,NPA,holytown,Paladin,7200,8000,9200,10000,
ローエンディア,K,123,first,,天翼の白百合,5,22,4,Pi,event,score,内田 真礼,木志田コテツ,holytown,Paladin,5300,5600,9700,10400,
,,,,,,,,,,,,,,,,,,,,
# 戦場のヴァルキュリアコラボ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
イムカ,F,218,collaboration,,422部隊No.01,5,20,4,Sl,collaboration,valkyria,浅野 真澄,本庄雷太,others,Avenger,7550,7550,9550,9550,
セルベリア,K,124,collaboration,,蒼き魔女,5,20,4,Pi,collaboration,valkyria,大原 さやか,本庄雷太,others,Valkyria,7250,8100,9250,10100,
アリシア,A,112,collaboration,,第7小隊小隊長付き副官,5,20,4,Sh,collaboration,valkyria,井上 真里奈,本庄雷太,others,Valkyria,7750,3700,9750,5700,
リエラ,A,113,collaboration,,422部隊No.13,5,20,4,Sh,collaboration,valkyria,遠藤 綾,本庄雷太,others,Valkyria,7700,5000,9700,7000,
,,,,,,,,,,,,,,,,,,,,
ユリアナ,K,125,collaboration,,未来の士官,4,15,3,Sl,collaboration,valkyria,白石 涼子,Digital Media Lab.，,others,Cadet,5550,6500,7350,8300,
ウェルキン,A,114,collaboration,,第7小隊隊長,4,15,3,Sh,collaboration,valkyria,千葉 進歩,本庄雷太,others,Commander,5600,3450,7400,5250,
イーディ,A,115,collaboration,,第7小隊の自称アイドル,4,15,3,Sh,collaboration,valkyria,鹿野 優以,本庄雷太,others,Shocktrooper,5700,3850,7500,5650,
クルト,A,116,collaboration,,422部隊隊長No.07,4,15,3,Sh,collaboration,valkyria,中村 悠一,本庄雷太,others,Commander,5750,3200,7550,5000,
,,,,,,,,,,,,,,,,,,,,
# 大海新キャラ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
チェイス,A,117,first,,暴虐の略奪者,5,20,4,Gu,cross,dawnsea,杉田 智和,寺山敬,dawnsea,Pirate,7660,3960,9660,5960,
ミラベル,P,64,first,,めげない祈り,5,20,4,He,cross,dawnsea,藤村 歩,mamuru,dawnsea,Priest,7720,5220,9720,7220,
イングリス,P,65,first,,拝金僧侶,4,15,3,He,cross,dawnsea,浪川 大輔,チェロキー,dawnsea,Priest,5500,4200,7300,6000,
,,,,,,,,,,,,,,,,,,,,
# バレンタイン2016,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
モナミ,P,66,first,,愛の聖人の末裔,5,16,4,He,event,other,水瀬 いのり,オギノ,holytown,Priest,5450,3500,7450,5500,
,,,,,,,,,,,,,,,,,,,,
# 魔法兵団フェス,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ヴェルナー,M,155,first,,魔法兵団師団長“爆炎の刻印”,5,20,4,Ma,event,festival,柳田 淳一,天野英,academy,Magician,7500,4400,9500,6400,
カティア,M,156,first,,魔法兵団師団長“叡智の剣”,5,20,4,Sl,event,festival,内田 真礼,ひと和,academy,RuneFencer,7240,5640,9240,7640,
ユニ,M,157,first,,魔法兵団隊長“蒼氷の刻印”,5,20,4,Sl,event,festival,小岩井 ことり,NPA,academy,RuneFencer,7150,6150,9150,8150,
,,,,,,,,,,,,,,,,,,,,
# 2部7章後半（書架）,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ラベゼリン,F,219,first,,成功の魔神,5,20,4,Pu,origin,bookshelf,今井 麻美,toi8,chronicle,Demon,7700,6800,9700,8800,
スーリヤ,F,220,first,,最北の第四小隊隊長,5,20,4,Sl,origin,bookshelf,野川 さくら,ひと和,chronicle,Agent,7500,7100,9500,9100,
セレン,K,126,first,,切望の魔神,5,20,4,Sl,origin,bookshelf,緑川 光,toi8,chronicle,Demon,7150,8500,9150,10500,
アストライア,K,127,first,,黒を刈る者,5,20,4,Sl,origin,bookshelf,内田 彩,萩谷薫,chronicle,Genocider,7000,7950,9000,9950,
グール＝ヴール,A,118,first,,彷徨う異形,5,20,4,Gu,origin,bookshelf,緑川 光,天野英,chronicle,Creature,7770,3600,9770,5600,
マスカルウィン,M,158,first,,死の魔神,5,20,4,Sl,origin,bookshelf,杉田 智和,toi8,chronicle,Demon,7300,4700,9300,6700,
ペレキュデス,M,159,first,,時の大魔導師,5,20,4,Ma,origin,bookshelf,皆口 裕子,HACCAN,chronicle,Magician,7450,4700,9450,6700,
シヴァーニ,M,160,first,,虹の大魔法使い,5,20,4,Ma,origin,bookshelf,今井 麻美,文太,chronicle,Magician,7700,4400,9700,6400,
,,,,,,,,,,,,,,,,,,,,
スカレット,F,221,first,,骸骨剣士,4,15,3,Sl,origin,bookshelf,緑川 光,ジャコシバ,chronicle,Skeleton,5800,5800,7600,7600,
ソーマ,F,222,first,,最北の第四小隊隊員,4,15,3,Sl,origin,bookshelf,赤羽根 健治,竜徹,chronicle,Agent,6100,4800,7900,6600,
クライド,F,223,first,,纏光の剣士,4,15,3,Sl,origin,bookshelf,水橋 かおり,秋津たいら,chronicle,Hero,6000,5400,7800,7200,
ガシャ,K,128,first,,骸骨騎士,4,15,3,Bl,origin,bookshelf,子安 武人,小島邦彦,chronicle,Skeleton,5600,6500,7400,8300,
カラ,A,119,first,,骸骨弓士,4,15,3,Ar,origin,bookshelf,速水 奨,小島邦彦,chronicle,Skeleton,5700,3700,7500,5500,
シャニ,M,161,first,,最北の第四小隊隊員,4,15,3,Ma,origin,bookshelf,朴 ろ美,碧風羽,chronicle,Agent,5300,4200,7100,6000,
エティス,M,162,first,,黒の乙女,3,10,2,Ma,origin,other,佐藤 聡美,またよし,chronicle,lady,4000,2400,5600,4000,
,,,,,,,,,,,,,,,,,,,,
# 魔神ハハブ戦,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
チウウェン,F,224,first,,女帝の侍女,5,20,4,Bl,event,festival,川澄 綾子,煎茶,others,Servant,7580,7080,9580,9080,
ハハブ,F,225,demon,,宴の魔神,5,22,4,Bl,event,demon,遠藤 綾,煎茶,demon,Demon,5360,5080,9360,9360,
,,,,,,,,,,,,,,,,,,,,
アミーナ,K,129,first,,歌劇団の勇者,5,19,4,Sl,random,ring,朴 ろ美,卵の黄身,oasis,Actor,6750,8000,8750,10000,
,,,,,,,,,,,,,,,,,,,,
# カジノディーラーフェス,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
コモディア,F,226,first,,カジノの支配人,5,20,4,Sl,event,festival,沢城 みゆき,NPA,guildtown,Dealer,7300,7300,9300,9300,
トリッシュ,A,120,first,,裏カジノの支配者,5,20,4,Gu,event,festival,小山 茉美,NPA,criminal,Dealer,7820,3620,9820,5620,
シース,F,227,first,,カジノの鉄拳,4,13,3,Pu,event,festival,遠藤 綾,チェロキー,guildtown,Grappler,5550,4850,7350,6650,
,,,,,,,,,,,,,,,,,,,,
# レムレス島,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
カラミティ,F,228,first,,浪漫追う厄災,5,19,4,Sl,faraway,remless,豊口 めぐみ,ブリキ,remless,Treasure hunter,7300,7200,9300,9200,
ブリジット,F,229,first,,飢餓する悪食家,5,19,4,Sl,faraway,remless,朴 ろ美,屡那,remless,Fighter,7500,6850,9500,8850,
リズベル,K,130,first,,未来を守る騎士,5,19,4,Sl,faraway,remless,柚木 涼香,ぺこ,remless,SwordWoman,7000,7750,9000,9750,
ダスク,A,121,first,,荒野の孤狼,5,19,4,Sh,faraway,remless,浜田 賢二,いたち,remless,Bounty hunter,7150,3850,9150,5850,
レイチェル・アナスタシア,M,163,first,,自称大魔法使い,5,19,4,Gu,faraway,remless,川澄 綾子,フルーツパンチ,remless,Gun Magician,7400,3650,9400,5650,
ストラッセ,M,164,first,,疾風の郵便配達人,5,19,4,Bl,faraway,remless,清水 愛,NOCO,remless,Postman,6800,5400,8800,7400,
,,,,,,,,,,,,,,,,,,,,
キャロ,F,230,first,,英雄見習い,4,14,3,Pu,faraway,remless,野川 さくら,かみやまねき,remless,Fighter,5700,5200,7500,7000,
カロラッカ,K,131,first,,鬼面の騎士,4,14,3,Pi,faraway,remless,野川 さくら,かみやまねき,remless,Knight,5600,6200,7400,8000,
バッカス,A,122,first,,義足の死体屋,4,14,3,Ar,faraway,remless,子安 武人,屡那,remless,Undertaker,5400,4000,7200,5800,
トゥキリス,P,67,first,,真実の探究者,4,14,3,Pu,faraway,remless,嶋村 侑,兎塚エイジ,remless,Archaeologist,5200,4500,7000,6300,
アステリア,M,165,first,,正義魔法の保安官,4,14,3,Ma,faraway,remless,三瓶 由布子,ミヤスリサ,remless,Sheriff,5700,3400,7500,5200,
,,,,,,,,,,,,,,,,,,,,
パウラ,F,231,first,,前衛画家,3,9,2,Sl,faraway,remless,指出 毬亜,△○□×,remless,Artist,4520,4200,6120,5800,
グレリア,F,232,first,,棺桶屋,3,9,2,Bl,faraway,remless,前田 友利亜,△○□×,remless,Undertaker,4380,4480,5980,6080,
カワード,F,233,first,,選ばれし者？,3,9,2,Sl,faraway,remless,岩崎 千明,△○□×,remless,Fighter,4400,4400,6000,6000,
ディエゴ,F,234,first,,封じられた拳,3,9,2,Pu,faraway,remless,冨沢 竜也,あさぎり,remless,Grappler,4650,4000,6250,5600,
スピラト,K,132,first,,孤島のもののけ,3,9,2,Pi,faraway,remless,鈴木 絵里,△○□×,remless,Fighter,4520,4650,6120,6250,
シウロン,K,133,first,,業火絢爛,3,9,2,Bl,faraway,other,冨沢 竜也,あさぎり,remless,Cook,4550,4580,6150,6180,
チムニィ,K,134,first,,重装甲型開拓者,3,9,2,Bl,faraway,remless,高岡 紗良,あさぎり,remless,Lord,4500,4800,6100,6400,
フォンダ,A,123,first,,深紅の銃士,3,9,2,Sh,faraway,remless,赤堀 可乃子,△○□×,remless,Sheriff,4700,2450,6300,4050,
チチカ,A,124,first,,ミルク売り,3,9,2,Gu,faraway,remless,高柳 知葉,△○□×,remless,Gunslinger,4590,2520,6190,4120,
スカーレット,A,125,first,,復讐の舞姫,3,9,2,Gu,faraway,remless,桐谷 蝶々,鹿澄ハル,remless,Dancer,4750,2400,6350,4000,
マハリシ,P,68,first,,未来を示す者,3,9,2,He,faraway,remless,清水 翔平,△○□×,remless,Teacher,4580,3580,6180,5180,
リージス,M,166,first,,竜骨博士,3,9,2,Ma,faraway,remless,土岐 隼一,あさぎり,remless,Archaeologist,4550,2420,6150,4020,
アドベック,M,167,first,,夢幻の酒杯,3,9,2,Ma,faraway,remless,木村 多門,△○□×,remless,Bartender,4400,2550,6000,4150,
エルダー,M,168,first,,魔弾の保安官,3,9,2,Ma,faraway,remless,小出 瑞稀,鹿澄ハル,remless,Sheriff,4600,2400,6200,4000,
,,,,,,,,,,,,,,,,,,,,
# うたわれコラボ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ハク,F,235,collaboration,,探し求めるもの,5,20,4,Sl,collaboration,utaware,藤原 啓治,甘露樹,others,Amnesia,6000,6000,8000,8000,
アトゥイ,F,236,collaboration,,恋に恋する狂い姫,5,20,4,Pi,collaboration,utaware,原 由実,甘露樹,others,Princess,8020,6820,10020,8820,
クオン,P,69,collaboration,,巡る薬師,5,20,4,Pu,collaboration,utaware,種田 梨沙,甘露樹,others,Healer,7470,6250,9470,8250,
ネコネ,M,169,collaboration,,幼き才媛,5,20,4,Ma,collaboration,utaware,水瀬 いのり,甘露樹,others,Scholar,6500,3300,8500,5300,
,,,,,,,,,,,,,,,,,,,,
オウギ,F,237,collaboration,,義侠の右腕,4,15,3,Sl,collaboration,utaware,櫻井 孝宏,甘露樹,others,Thief,5700,5700,7500,7500,
ノスリ,A,126,collaboration,,弱きを守る義賊,4,15,3,Ar,collaboration,utaware,山本 希望,甘露樹,others,Thief,5260,4760,7060,6560,
キウル,A,127,collaboration,,右近衛大将の弟分,4,15,3,Ar,collaboration,utaware,村瀬 歩,甘露樹,others,Prince,5750,3550,7550,5350,
ルルティエ,P,70,collaboration,,クジュウリの姫君,4,15,3,He,collaboration,utaware,加隈 亜衣,みつみ美里,others,Princess,5200,3700,7000,5500,
,,,,,,,,,,,,,,,,,,,,
フロワ,M,170,first,,魔法学園優等生,5,16,4,Ma,random,coin,内田 彩,シモシ,academy,Magician,6000,3000,8000,5000,
,,,,,,,,,,,,,,,,,,,,
# 魔神ラザニル戦,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
チドリ,F,238,first,,泰平の礎,5,20,4,Sl,event,festival,井上 喜久子,ilumine works,volcano,MasterFencer,7300,7300,9300,9300,
ランスバーン,K,135,first,,伝説の剣,5,20,4,Sl,event,festival,置鮎 龍太郎,ilumine works,holytown,SwordMaster,7350,7600,9350,9600,
ラザニル,A,128,demon,,縁の魔神,5,22,4,Ar,event,demon,水橋 かおり,ilumine works,demon,Demon,5450,3000,9850,5600,
,,,,,,,,,,,,,,,,,,,,
トウアン,F,239,first,,鍼師,5,19,4,Pu,random,ring,村川 梨衣,タカナシカナ,volcano,Harishi,7450,7150,9450,9150,
ゲッベルツ,M,171,first,,虚構の魔神,2,5,1,Ma,event,other,柳田 淳一,hippo,academy,Demon?,2400,1900,3800,3300,
,,,,,,,,,,,,,,,,,,,,
# 薄命チェインストーリーフェス,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ベレ,F,240,first,,死を贈る少女,5,20,4,Sl,cross,life,水瀬 いのり,かわすみ,life,Hermit,7400,7200,9400,9200,
イド,M,172,first,,挑みし少女,5,20,4,Sl,cross,life,藤村 歩,泉彩,life,Hermit,7000,6500,9000,8500,
ケテ,M,173,first,,吸命の少女,5,20,4,Ma,cross,life,内田 彩,大槍葦人,life,Absorber,7750,3850,9750,5850,
スウ,P,71,first,,子守歌の少女,4,15,3,He,cross,life,種田 梨沙,moc,life,Accept,5450,4150,7250,5950,
ムニ,M,174,first,,可能性の少年,4,15,3,Ma,cross,life,朴 ろ美,泉彩,life,Genius,5800,3200,7600,5000,
,,,,,,,,,,,,,,,,,,,,
#名前,職,index,,,称号,レア度,コスト,絆コスト,武器属性,入手先・分類,入手先,声優,イラストレーター,所属,職業,最大ATK,最大HP,限界ATK,限界HP,
,,,,,,,,,,,,,,,,,,,,
# 2部7章ラスト,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
フィーナ,M,175,first,,年代記の管理者,5,18,4,Ma,origin,other,佐倉 綾音,toi8,volunteers,Chronicler,7600,4800,,,
,,,,,,,,,,,,,,,,,,,,
マイラ,F,241,first,,報じる者,4,10,3,Sl,other,quest,伊藤 かな恵,富岡二郎（RED FS）,guildtown,Journalist,4500,4500,6300,6300,
,,,,,,,,,,,,,,,,,,,,
# 義勇軍相撃,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
ジューダ,F,242,first,,封じられし者,5,20,4,Sl,event,festival,緑川 光,竜徹,guildtown,human?,7600,7050,9600,9050,
アシュリー,A,129,first,,野心の弓士,5,20,4,Ar,event,festival,皆口 裕子,竜徹,guildtown,Ranger,7300,4300,9300,6300,
ミレイユ,F,243,first,,戦士ギルドの“看板”娘,4,13,3,Bl,yggd,guildtown,立花 理香,オギノ,guildtown,Warrior,5600,5200,7400,7000,
ツァイス,F,244,first,,路地裏の奇術師,4,13,3,Sl,yggd,guildtown,菊池 幸利,BISAI,guildtown,Illusionist,5400,5100,7200,6900,
ヴィドック,A,130,first,,虚像の暗殺者,4,13,3,Ar,yggd,guildtown,八代 拓,伊藤明十,guildtown,Assasin,5500,3200,7300,5000,
トルウァトス,M,176,demon,,不和の魔神,5,22,4,Ma,event,score,斎藤 千和,武城にしき,demon,Demon,5200,3400,9600,6000,
