#名前,職,index,名前,系統,条件,効果,対象,備考,武器名
,,,攻防一体の構え,buff_jobs,wave_start,defup,fighter,,
,,,,buff_jobs,wave_start,atkup,healer,,
,,,,,,,,,
オウギ,F,237,ノスリ旅団の影,buff_self,any,speedup,self,,
,,,,buff_self,any,crdamup,self,,
,,,闇討ち,buff_self,in_enemy_area,atkup,self,,
,,,,heal,in_enemy_area,heal_cycle,self,,
,,,,buff_self,in_enemy_back,atkup,self,,
,,,,heal,in_enemy_back,heal_cycle,self,,
ノスリ,A,126,ノスリ旅団長,buff_self,any,speedup,self,,
,,,,buff_self,any,crdamup,self,,
,,,疾風怒涛,buff_self,combat,delayoff,self,,
,,,,buff_self,combat,atkup,self,,
,,,,heal,critical,absorb,self,,
キウル,A,127,エンナカムイの皇子,mana,battle_start,mana_charge,resource,,
,,,,killer,vs_bird,atkup,self,,
,,,,killer,vs_boar,atkup,self,,
,,,不動連撃の構え,buff_self,attack,atkup,self,,
,,,,buff_self,staying,atkup,self,,
,,,,buff_self,staying,delayoff,self,,
ルルティエ,P,70,クジュウリの末姫,buff_self,any,healareaup,self,,
,,,,mana,wave_start,slot_slow,resource,,
,,,姫君の後方支援,buff_all,in_sub,atkdefup,all,,
,,,,heal,in_sub,heal_cycle,hp_worst,,
,,,,,,,,,
フロワ,M,170,生真面目乙女,buff_self,hp_full,fullup,self,,
,,,,buff_self,boss_wave,atkup,self,,
,,,未来を紡ぐ調律師,mana,wave_span,mana_drop,resource,2WAVEごとに魔マナ2回,
,,,,,,,,,
# 魔神ラザニル戦,,,,,,,,,
,,,,,,,,,
チドリ,F,238,守護の剣豪,against_debuff,any,guard_down,self,,
,,,,add_debuff,critical,down,enemy,,
,,,,buff_self,union,atkdefup,self,自分以外の斬,
,,,愛の刃,buff_weapons,any,fullup,weapons,対象：斬,
,,,,heal,any,heal_cycle,weapons,対象：斬,
ランスバーン,K,135,煌めくは理を断つ剣,buff_self,hp_upto,fullup,self,,
,,,,buff_self,hp_full,defup,self,,
,,,,counter,guard,reflect_arrow,self,,
,,,剣聖の騎士団長,buff_all,union,atkdefup,all,条件：聖都所属,
,,,,buff_jobs,union,add_down,knight,条件：聖都所属,
ラザニル,A,128,魔神の運命力,mana,battle_start,mana_charge,resource,,
,,,,mana,kill,mana_drop,resource,クリティカルのみ,
,,,今を生きる英雄,buff_self,attack,critdamup,self,,
,,,,add_debuff,critical,slow,enemy,,
,,,,,,,,,
トウアン,F,239,陽光の経穴,buff_one,wave_start,speedup,other,近い対象2名,
,,,,buff_one,wave_start,critup,other,近い対象2名,
,,,,heal,wave_start,heal_one,other,近い対象2名,
,,,陰殺の構え,counter,defend,counterattack,enemy,,
,,,,buff_self,counter,atkdefup,self,,
,,,,for_debuff,for_down,atkup,self,,
ゲッベルツ,M,171,虚構の力,buff_self,wave_start,atkup,self,,
,,,,,,,,,
# 薄命チェインストーリーフェス,,,,,,,,,
,,,,,,,,,
ベレ,F,240,安楽死の送り手,buff_self,any,crdamup,self,,
,,,,heal,critical,absorb,self,,
,,,,mana,wave_start,composite,resource,戦＋魔,
,,,命夜の死神,buff_self,has_mana,atkup,self,魔,
,,,,add_debuff,skill,down,enemy,条件：魔マナ,
,,,,field,in_night,fullup,self,,
イド,M,172,薄命の二刀剣士,combat,attack,combat,self,,
,,,,buff_self,combat,atkup,self,,
,,,,buff_self,combat,delayoff,self,,
,,,,buff_self,mana_charged,atkup,self,,
,,,剣の探求者,buff_self,has_mana,atkup,self,戦,
,,,,buff_self,has_mana,speedup,self,魔,
,,,,buff_self,has_mana,defup,self,戦＋魔,
ケテ,M,173,呪命の呪体,pierce,attack,pierce,enemy,,
,,,,add_debuff,attack,atkdown,enemy,,
,,,,buff_self,add_debuff,atkup,self,付与した数だけ重複,
,,,,heal,attack,absorb,self,,
,,,解かれた鎖,mana,kill,mana_drop,resource,,
,,,,buff_self,mana_droped,atkup,self,,
,,,,buff_self,mana_droped,speedup,self,魔以外,
スウ,P,71,囁く声の先に,cure_debuff,skill,cure_blind,all,条件：魔マナ,
,,,闇夜の歌姫,field,in_night,atkup,all,,
,,,,buff_self,mana_charged,healup,self,,
ムニ,M,174,奇跡の神童,buff_self,mana_mixed,atkspeedup,self,,
,,,希望の閃き,add_debuff,skill,down,enemy,条件：戦＋騎＋弓＋僧マナ,
,,,,,,,,,
# 2部7章ラスト,,,,,,,,,
,,,,,,,,,
フィーナ,M,175,年代記の管理者,heal,wave_start,heal_all,all,,
,,,義勇軍と共に,buff_all,any,atkdefup,all,,
,,,,buff_jobs,any,crdamup,fighter,,
,,,,buff_jobs,any,defup,knight,,
,,,,buff_jobs,any,speedup,jobs,弓/魔,
,,,,buff_jobs,any,critup,jobs,弓/魔,
,,,,buff_jobs,any,atkdefup,healer,,
,,,,,,,,,
マイラ,F,241,情報を知る者,buff_self,any,speedup,self,,
,,,,killer,vs_human,atkdefup,self,,
,,,,killer,vs_goblin,atkdefup,self,,
,,,,killer,vs_skeleton,atkdefup,self,,
,,,情報を伝える者,add_debuff,attack,atkdefdown,enemy,,
,,,,,,,,,
# 義勇軍相撃,,,,,,,,,
,,,,,,,,,
ジューダ,F,242,人を超越した力,buff_self,any,crdamup,self,,
,,,,buff_self,hp_downto,atkspeedup,self,,
,,,魔導の力を宿した器,buff_self,mana_lost,atkup,self,,
,,,,mana,kill,mana_drop,resource,,
アシュリー,A,129,ギルド長代理(仮),buff_self,in_base_area,atkspeedup,self,,
,,,,buff_self,in_back,atkup,self,,
,,,的確な指示,buff_all,union,atkup,all,条件：副都所属,
,,,,buff_all,union,critup,all,条件：副都所属,
ミレイユ,F,243,合否判定,add_debuff,attack,down,enemy,,
,,,戦士ギルドの看板娘,buff_self,union,defup,self,条件：自分以外の戦,
,,,,buff_self,union,atkup,self,条件：弓,
,,,,buff_self,union,speedup,self,条件：騎/魔/僧,
ツァイス,F,244,トリックプレイ,buff_self,any,critup,self,,
,,,,field,in_night,fullup,self,,
,,,完璧なるマジック,buff_self,in_attacking,atkup,self,,
ヴィドック,A,130,暗殺の流儀,buff_self,any,speedup,self,,
,,,,buff_self,any,crdamup,self,,
,,,,heal,wave_start,heal_jobs,fighter,,
,,,フードに隠れた真実,buff_self,staying,critdamup,self,,
トルウァトス,M,176,魅惑の呟き,add_debuff,attack,slow,enemy,,
,,,,against_debuff,any,guard_seal,self,,
,,,微笑の傍観者,buff_self,in_move,invisible,self,,
,,,,buff_self,hp_full,atkdefup,self,,
,,,,,,,,,
トーガ,P,72,巡回者の祈り,mana,battle_start,mana_charge,resource,戦マナ1個　条件：戦,
,,,,buff_self,any,healup,self,,
,,,,buff_self,any,areashift,self,回復範囲が方形,
,,,信じる言葉,heal,wave_start,heal_all,all,,
,,,,buff_all,wave_start,critup,all,条件：迷宮山脈所属,
,,,,buff_all,wave_start,speedup,all,条件：迷宮山脈所属,
,,,,,,,,,
# ワダアルコフェス,,,,,,,,,
,,,,,,,,,
モルバ,K,136,電撃奇襲,buff_self,in_front,atkspeedup,self,条件：2名以上,
,,,,buff_self,in_enemy_area,atkdefup,self,,
,,,北西集落の族長,buff_weapons,any,atkdefup,weapons,対象：突,
,,,,buff_weapons,any,atkup,weapons,対象：打,
,,,,buff_weapons,any,critup,weapons,対象：打,
